Timestamp,X,Y,Z
1735484218028,-0.115,3.728,8.612
1735484218028,-0.153,3.709,8.645
1735484218031,-0.129,3.666,8.659
1735484218034,-0.110,3.670,8.669
1735484218037,-0.115,3.690,8.673
1735484218040,-0.149,3.637,8.664
1735484218041,-0.105,3.656,8.739
1735484218045,-0.067,3.714,8.739
1735484218047,-0.096,3.772,8.730
1735484218049,-0.086,3.757,8.830
1735484218051,-0.096,3.666,8.867
1735484218054,-0.120,3.694,8.872
1735484218057,-0.081,3.714,8.877
1735484218060,-0.096,3.656,8.957
1735484218062,-0.086,3.647,8.981
1735484218064,-0.101,3.709,8.948
1735484218067,-0.086,3.728,8.957
1735484218069,-0.057,3.651,9.033
1735484218071,-0.086,3.651,9.066
1735484218074,-0.057,3.728,9.033
1735484218077,-0.010,3.714,9.047
1735484218080,0.034,3.738,9.047
1735484218081,0.057,3.772,9.029
1735484218085,0.100,3.738,9.024
1735484218087,0.119,3.757,8.986
1735484218089,0.205,3.796,8.962
1735484218091,0.244,3.767,8.905
1735484218094,0.253,3.757,8.887
1735484218097,0.292,3.839,8.900
1735484218100,0.354,3.786,8.830
1735484218102,0.411,3.824,8.782
1735484218104,0.411,3.815,8.758
1735484218107,0.402,3.820,8.721
1735484218109,0.464,3.815,8.659
1735484218111,0.407,3.839,8.626
1735484218114,0.431,3.844,8.612
1735484218118,0.411,3.853,8.560
1735484218118,0.416,3.786,8.564
1735484218122,0.411,3.776,8.574
1735484218124,0.402,3.820,8.579
1735484218126,0.474,3.805,8.654
1735484218128,0.464,3.810,8.574
1735484218132,0.445,3.877,8.649
1735484218134,0.502,3.930,8.706
1735484218137,0.522,3.920,8.636
1735484218140,0.488,3.935,8.636
1735484218141,0.493,3.896,8.588
1735484218145,0.512,3.901,8.692
1735484218147,0.517,3.925,8.673
1735484218149,0.541,3.930,8.631
1735484218151,0.512,3.959,8.602
1735484218154,0.526,3.968,8.540
1735484218157,0.546,3.968,8.579
1735484218160,0.555,3.987,8.584
1735484218163,0.526,3.987,8.555
1735484218166,0.531,3.978,8.531
1735484218168,0.517,3.997,8.508
1735484218169,0.478,3.992,8.488
1735484218172,0.435,3.997,8.560
1735484218174,0.407,3.944,8.560
1735484218178,0.416,3.939,8.540
1735484218179,0.359,3.959,8.536
1735484218183,0.330,3.954,8.631
